"Siena University",,,,,,,,,,,,,,,
"There were: 515 possible respondents.",,,,,,,,,,,,,,,
Order,Question Text,N,Avg,SD,CSIS Avg,School Avg,Siena Avg,Str Disagree,Disagree,Some Disagree,Neither,Some Agree,Agree,Str Agree,Neutral
"This class was very polarizing, I mentioned it before in the class lecture evals, but the labs left me very disappointed. If we had more time I think I would have learned more in this class than any other class, but we sped through topics so fast. Docker, Selenium, Use Case Diagrams, etc each of them could be class on their own (maybe not use case diagrams but you know what I mean). In fact, I had a friend tell me how he used Docker in his real life job, and I would have loved to be more comfortable in it, but all we did was follow the instructions, download some stuff, and then move on. Again, this class was not bad, I am definitely happy that I took it, but there are a lot of improvements that can be made.",,,,,,,,,,,,,,,
Provide more notes,,,,,,,,,,,,,,,
"To improve the course, the instructor could make checkpoints and lab shorter so there is more time for questions and less of a need to stay for hours after the class. ",,,,,,,,,,,,,,,
Nothing.,,,,,,,,,,,,,,,
The work load was a lot for a 1 credit class but he did the best with what he had to work with.,,,,,,,,,,,,,,,
"My instructor could change the time that it takes place at, rather than 8 to 10, perhaps 10 to 12.",,,,,,,,,,,,,,,
more paper worksheets,,,,,,,,,,,,,,,
Checkpoints could be less time consuming or have more clear instructions later on,,,,,,,,,,,,,,,
Labs are too hectic sometimes,,,,,,,,,,,,,,,
"Labs can sometimes be very hectic, jumping from one thing to the next and can get confusing quickly.",,,,,,,,,,,,,,,
Maybe give us time to work on our sprints in lab and do the docker lab a bit sooner(this lab really helped for the WEL team),,,,,,,,,,,,,,,
Maybe have us work on our sprints in lab for maybe 1 lab or so,,,,,,,,,,,,,,,
N/A,,,,,,,,,,,,,,,
Be more authoritative in labs,,,,,,,,,,,,,,,
Do more review and teaching in class rather than only relying on the book,,,,,,,,,,,,,,,
I wish he would have taught the class more on the whiteboard and actually taken us step by step when learning new things. He did it a few times but I have heard of some friends who have teachers who actually teach a whole lesson in class about what they are doing. I think I would have learned the content of this class much easier if we were taught in this manner. ,,,,,,,,,,,,,,,
the same as above with the other entry,,,,,,,,,,,,,,,
"Instead of solving the problem, guiding the students to solve it would be much better collaborative work, I think.",,,,,,,,,,,,,,,
Spend time teaching the material ,,,,,,,,,,,,,,,
He may be able to work on paired programming with students. That was my biggest struggle this semester in lab.,,,,,,,,,,,,,,,
"It is difficult to improve a course like this, but if anything, maybe some more continuity between the content of the labs. I don't know if this would work, but if we could have one half of the lab be on learning how to apply the concepts, then the other half could be an full-stack cumulative website over the course of the semester.",,,,,,,,,,,,,,,
"The course is very difficult, and it is usually hard to complete all the material within the 2 hour time frame.",,,,,,,,,,,,,,,
nothing. he did a fantastic job,,,,,,,,,,,,,,,
NA,,,,,,,,,,,,,,,
I enjoyed the course and nothing specific comes to mind,,,,,,,,,,,,,,,
Maybe more focused/goal-oriented labs focusing on one thing with a clear purpose. Sometimes a lot of time was spent on trying to get something running that was not used again.,,,,,,,,,,,,,,,
Sometimes lab felt a little unfocused with learning about multiple totally different topics. Labs occasionally didn't feel the super productive.,,,,,,,,,,,,,,,
Not much,,,,,,,,,,,,,,,
Less homework more in class work,,,,,,,,,,,,,,,
Possibly give students more time,,,,,,,,,,,,,,,
Lessen the work load through out the week,,,,,,,,,,,,,,,
The instructor could give us two classes before the assignments are due so everyone understands the assignments and checkpoints more.,,,,,,,,,,,,,,,
Nothing I can think of ,,,,,,,,,,,,,,,
Go over different languages used in specific projects.,,,,,,,,,,,,,,,
N/A,,,,,,,,,,,,,,,
"I don't know if this is up to the instructor, but I believe this class might be better for a twice a week lecture that is 1 hour and 30 minutes long instead of a single 2 hour way. There were times where it was hard to enforce new information because all of the learning would occur every 7 days.",,,,,,,,,,,,,,,
"The instructor would sometimes go on long talks about adjacent material that did not pertain to the lab work, halting us from making lab progress. This meant we'd have to sometimes do 2+ hours of lab work on our own time when we should've been able to do it during lab.",,,,,,,,,,,,,,,
"I think that 1 time a week. The fact its also 1 credit is pretty dumb. I think students would do way better if it was 3 hrs a week and then students would be able to learn one class then have the Wednesday or Thursday class to go ask questions and get help and work with a friend in class or the professor, instead of struggling in the lab and RB for hours.",,,,,,,,,,,,,,,
Less tangents for slightly off topic discussions.,,,,,,,,,,,,,,,
Not a 8am lab but I know thats not his fault.,,,,,,,,,,,,,,,
N/A,,,,,,,,,,,,,,,
There’s a ton of long work that stacks up quickly ,,,,,,,,,,,,,,,
"Maybe make the lab instructions a little more clear, I enjoy the labs, but they are very time consuming, but help me understand the concept",,,,,,,,,,,,,,,
I did get lost in lab a few times. I felt like the pace was really fast and the explanations of certain things just blew by me since I was stuck figuring out the previous thing. ,,,,,,,,,,,,,,,
"I wish that the class met more than once a week. I found the direction of the course a bit hard to follow along with. Maybe it's because there was SO much information taught in this course, that it was a bit overwhelming for me. Maybe clearer directions/explanations on what each concept is/does would be more helpful. To be completely honest, I felt like the zybooks were just busy work, and I felt like I learned MUCH more from Ninad introducing and teaching us the concepts than from the zybooks. He told us not to copy and paste code, but then had code for us to copy and paste for certain assignments. This was confusing for me, but the "recipe book" analogy for code he gave does make sense. ",,,,,,,,,,,,,,,
For the love of god no more zybooks. It is boring and takes too long. there’s resources that are just as good like W3 schools,,,,,,,,,,,,,,,
Don't be late to lab so often,,,,,,,,,,,,,,,
"if possible, see if students can change labs around to get all the entire team together in the same lab",,,,,,,,,,,,,,,
Question: How to improve interactions with students,,,,,,,,,,,,,,,
N/A,,,,,,,,,,,,,,,
The instructor is doing well as is.,,,,,,,,,,,,,,,
Stop interupting us...,,,,,,,,,,,,,,,
Nothing. Professor C's interaction with students has improved since the beginning of the course. I feel much more comfortable approaching him for programming assistance or any in general. ,,,,,,,,,,,,,,,
I think having more in-class activities would help with this and make students be more engaged,,,,,,,,,,,,,,,
"nothing, it is good",,,,,,,,,,,,,,,
Sometimes the talking is a bit too fast but thats understandable since I talk too fast as well.,,,,,,,,,,,,,,,
Question: If student taught this class,,,,,,,,,,,,,,,
Use a textbook that cost less money,,,,,,,,,,,,,,,
Do it the way Prof. C did it,,,,,,,,,,,,,,,
Quit and tell the school to hire prof c,,,,,,,,,,,,,,,
Teach it as the instructor has taught it.,,,,,,,,,,,,,,,
Teach the class as the instructor has taught it.,,,,,,,,,,,,,,,
Not sure.,,,,,,,,,,,,,,,
Include more lectures on workplace/coding etiquette. ,,,,,,,,,,,,,,,
"Do the same thing both professors are currently doing, except go at a slower pace.",,,,,,,,,,,,,,,
Focus some more on python in lecture,,,,,,,,,,,,,,,
Improve lab instructions and have it on google docs instead.,,,,,,,,,,,,,,,
Make instructions clearer,,,,,,,,,,,,,,,
Make instructions on labs a bit clearer. ,,,,,,,,,,,,,,,
"Have fun, helping people on their labs and clearing up confusion is a awesome feeling",,,,,,,,,,,,,,,
Struggle. A lot of material was covered this semester and I would not know how to teach it all,,,,,,,,,,,,,,,
"Give a final python project instead of a final. Tests are not for everyone, and perhaps a project on repl can be a better determinant for the individuals grade. At the same time, more students would be influenced to understand the concepts in class.",,,,,,,,,,,,,,,
let students work by them selves or in groups in labs,,,,,,,,,,,,,,,
N / A,,,,,,,,,,,,,,,
Not change anything,,,,,,,,,,,,,,,
Not change anything.,,,,,,,,,,,,,,,
Spend more time breaking down code rather than showing it and moving forward to a more in depth topic,,,,,,,,,,,,,,,
Try to re-word my instructions if a student was having trouble and go through questions as a class.,,,,,,,,,,,,,,,
Do nothing different.,,,,,,,,,,,,,,,
Hope to have the same passion as my professor.,,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,,
"do pretty much the same thing, perhaps the tiniest bit more tutorial work",,,,,,,,,,,,,,,
"Teach the majority of it the same way, perhaps lighten the load the tiniest bit. ",,,,,,,,,,,,,,,
Do the same as it were taught ,,,,,,,,,,,,,,,
Teach it the same as it was taught ,,,,,,,,,,,,,,,
Run it in a similar fashion but maybe make the lab checkpoints a little shorter.,,,,,,,,,,,,,,,
"Communicate to my students exactly what I want from them. Give examples of what specific things should look like, so I know how I am progressing on assignments. ",,,,,,,,,,,,,,,
Slow down work at the end of semester to focus on the projects.,,,,,,,,,,,,,,,
Keep doing the same thing,,,,,,,,,,,,,,,
Keep doing what is already being done,,,,,,,,,,,,,,,
"Same as before, give students more time to hone in on material",,,,,,,,,,,,,,,
Do it the same way ,,,,,,,,,,,,,,,
Do it the same way ,,,,,,,,,,,,,,,
be exactly like my professor,,,,,,,,,,,,,,,
stay the same,,,,,,,,,,,,,,,
Just take it easier,,,,,,,,,,,,,,,
Make the midterm shorter as it seemed a fair amount of people ran out of time.,,,,,,,,,,,,,,,
"Remove sanctions against uncompleted assignments, I understand the importance of finishing them but taking 3 points off a students final grade in addition to the points already lost doesn't help anybody. ",,,,,,,,,,,,,,,
Make less strict deadlines,,,,,,,,,,,,,,,
Less assignments per topic. ,,,,,,,,,,,,,,,
Prepare for the lab that's due the following week.,,,,,,,,,,,,,,,
Do the same.,,,,,,,,,,,,,,,
Same as other survey.,,,,,,,,,,,,,,,
nothing different,,,,,,,,,,,,,,,
teach it like he did,,,,,,,,,,,,,,,
teach it like him,,,,,,,,,,,,,,,
teach it pretty much the same,,,,,,,,,,,,,,,
Show the functions of excel for around a couple of minutes on the actual excel application as opposed to using a whiteboard. ,,,,,,,,,,,,,,,
try to be like my instructor,,,,,,,,,,,,,,,
Teach it just like Professor Chaudhari,,,,,,,,,,,,,,,
Do everything the professor did,,,,,,,,,,,,,,,
not do as good of a job as ninad,,,,,,,,,,,,,,,
Be patient ,,,,,,,,,,,,,,,
Have less homework and more practices,,,,,,,,,,,,,,,
Try to imitate Professor Chaudhari.,,,,,,,,,,,,,,,
"Change nothing. The course was great, probably the most useful course I have taken this semester.",,,,,,,,,,,,,,,
explain more before the lab,,,,,,,,,,,,,,,
Make checkpoints shorter to give students more time to ask questions. ,,,,,,,,,,,,,,,
give less assigments to do each week because each one takes a long time. ,,,,,,,,,,,,,,,
Do the exact same as he did.,,,,,,,,,,,,,,,
Bring the same energy and positivity. It goes a long way. At least with me it does.,,,,,,,,,,,,,,,
Try to be half as enthusiastic as professor chaudhari.,,,,,,,,,,,,,,,
Change checkpoints to be more clear,,,,,,,,,,,,,,,
Not change anything,,,,,,,,,,,,,,,
Not change anything ,,,,,,,,,,,,,,,
N/A,,,,,,,,,,,,,,,
keep it the same,,,,,,,,,,,,,,,
I would actually give lessons instead of just focusing on using the class time to get the assignments completed. ,,,,,,,,,,,,,,,
same as above,,,,,,,,,,,,,,,
Teach the material ,,,,,,,,,,,,,,,
give students more time to do the final project.,,,,,,,,,,,,,,,
want my own office space.,,,,,,,,,,,,,,,
Do very much the same,,,,,,,,,,,,,,,
Teach in a very similar manor to professor ,,,,,,,,,,,,,,,
Keep it the same,,,,,,,,,,,,,,,
Keep it up,,,,,,,,,,,,,,,
Try to encourage students to keep trying and feel comfortable making mistakes because it can be really difficult for some people,,,,,,,,,,,,,,,
"Try to keep labs a little more focused, concise, and goal driven.",,,,,,,,,,,,,,,
Try to make labs a bit more concise and goal oriented.,,,,,,,,,,,,,,,
Do what he does.,,,,,,,,,,,,,,,
Do what the current professor does,,,,,,,,,,,,,,,
do mostly everything the same as the professor but maybe give out notes so everyone has some notes for the final or for a midterm or test.,,,,,,,,,,,,,,,
I would not be as funny as Professor Chaudhari!,,,,,,,,,,,,,,,
Try to slow down when discussing more difficult topics or perhaps break up lessons into more consumable chunks.,,,,,,,,,,,,,,,
"Have 1 or 2 group tests just as a little grade bump because this class from what I noticed had lots of burn out half way through the semester, students just kept having a 2 hours hour class and 2-4 hours of homework.",,,,,,,,,,,,,,,
Ask him for help because I get nervous standing in front of people.,,,,,,,,,,,,,,,
Let him do it because I can't.,,,,,,,,,,,,,,,
Be the same way he is. Kind and helpful. He really cares about his students and that they do well.,,,,,,,,,,,,,,,
"Have the class at an earlier time in the day. I assumed the class was 6-8 because clients visit, but this only happened twice during the semester. If this is the reason a good alternative could be to just make this an evening class on those two days (pitch night & sprint 3 presentations) similar to what Prof. Matthews does with his exams in Discrete.",,,,,,,,,,,,,,,
Do nothing much different ,,,,,,,,,,,,,,,
Thank you Prof.Chaudhari!,,,,,,,,,,,,,,,
Talk less during labs,,,,,,,,,,,,,,,
do what they are doing,,,,,,,,,,,,,,,
Question: How instructor can improve course,,,,,,,,,,,,,,,
Keep it up,,,,,,,,,,,,,,,
The instructor is doing well as is.,,,,,,,,,,,,,,,
Did pretty good job teaching software engineering concepts,,,,,,,,,,,,,,,
"Maybe when we do the tutorial labs with architecture, front-end dev, back-end dev, etc, have more supplemental material to solidify the understanding of the topics. ",,,,,,,,,,,,,,,
Changing up the lecture style. I often found myself getting distracted because of the lecture format being just him talking. I think more engagement with students throughout the lectures is needed,,,,,,,,,,,,,,,
Make the presentations more understandable,,,,,,,,,,,,,,,
Teach about topics that are more engaging or interesting to students,,,,,,,,,,,,,,,
I guess the only improvement I can see if he is not doing it already is to incorporate some of the demos that Dr. Cotler does into his own lectures.,,,,,,,,,,,,,,,
Question: If student taught this class,,,,,,,,,,,,,,,
Be as enthusiastic as Prof C,,,,,,,,,,,,,,,
Teach it as the instructor has taught it.,,,,,,,,,,,,,,,
Not sure..,,,,,,,,,,,,,,,
Have more hands-on UX stuff rather than just lecturing about it.,,,,,,,,,,,,,,,
"Have a more concise and easier to follow, presentation",,,,,,,,,,,,,,,
Do what he does similar with the improvements shown.,,,,,,,,,,,,,,,
Question: How instructor can improve course,,,,,,,,,,,,,,,
Last lecture before final presentations should have focused on presentation prep,,,,,,,,,,,,,,,
Question: Feedback on instruction quality,,,,,,,,,,,,,,,
"Prof Chaudhary did an outstanding job with this class. He is knowledgeable, explains things clearly, and has unparalleled enthusiasm. He kept the class engaged, and it was an excellent learning experience. All of his demos made it really fun and interactive. And working in groups with other students was surprisingly helpful.",,,,,,,,,,,,,,,
Honestly for a level 100 class it was very difficult since im not a computer scientist major but if there was less work it would have been better as therr are more important classes for my major that i am currently taking,,,,,,,,,,,,,,,
Professor Chaudhari was always available for questions outside the classroom. He always gave useful feedback and was very very enthusiastic about the course material while teaching.,,,,,,,,,,,,,,,
Chanduri is a great guy. Always available and ALWAYS challenged me to work hard. ,,,,,,,,,,,,,,,
Homeworks were mostly confusing and could've been simplified in a different way. ,,,,,,,,,,,,,,,
Labs always go well and gives us a chance to really learn the material.,,,,,,,,,,,,,,,
"Professor Chaudhari is single-handedly the future of this college. I wish every professor I had not only had the enthusiasm, compassion, and willingness for the subject they teach, but also for their students. There’s never a dull moment with him. It’s so clear he cares about what he does and it honestly is refreshing. ",,,,,,,,,,,,,,,
Professor Chaudhari is by far one of my favorite professors. ,,,,,,,,,,,,,,,
Good prof.,,,,,,,,,,,,,,,
"Solid professor, knows how to teach.",,,,,,,,,,,,,,,
"Always energetic, and enjoys teaching students about something he is passionate about. Created a good atmosphere and made class interesting",,,,,,,,,,,,,,,
n/a,,,,,,,,,,,,,,,
"Professor Chaudhari is a great professor. You can really tell that he loves what he does and is extremely knowledgeable in subjects relating to computer science. He was also extremely flexible and understanding, something that I feel is important and rare to find in professors at this institution. ",,,,,,,,,,,,,,,
Professor C is a great professor who is very enthusiastic about the subject and goes above and beyond in order for his students to succeed. My only thing is I think he could do a better job of being more organized it seems he comes to lectures a bit unprepared but other than that he is amazing ,,,,,,,,,,,,,,,
Labs were made in a fun way to help learn the material. They were challenging at times in a good way. He was very helpful in helping us understand and learn during the labs.,,,,,,,,,,,,,,,
Very Passionate about teaching. Made learning computer science fun and enjoyable. I always looked forward to coming and learning from him.,,,,,,,,,,,,,,,
"I truly appreciate you never giving up on students like myself, youre efforts to show you care make everything much better. Although struggling knowing you were on my team made me more hopeful!",,,,,,,,,,,,,,,
Thank you ! Your energy is great for this type of course,,,,,,,,,,,,,,,
Prof. Chaudhari is by far one of the mot enthusiastic professors I have ever had. His clear enjoyment of the course material is contagious and compelling. He employs many styles of teaching and presenting that are outside of the box and it encouraged me to carry that mentality into each lesson and assignment.,,,,,,,,,,,,,,,
"This teacher is incredibly enthusiastic and very clearly loves what he does and what he's teaching. I appreciated that. He cares about his students. He can be a little heavy on the work-load, which was solely difficult due to my inability to attend all classes, but he was very accommodating and helpful when it came to making it up.",,,,,,,,,,,,,,,
Professor Chaudhari was extremely helpful and available outside of class when students are struggling or need help. ,,,,,,,,,,,,,,,
"When the professor saw that I was struggling or needed help, he would reach out to me and ask me to sit down with him to help me understand my work more.",,,,,,,,,,,,,,,
Great professor all around.,,,,,,,,,,,,,,,
was available during office hours,,,,,,,,,,,,,,,
was available during office hours,,,,,,,,,,,,,,,
"He was pretty cool. He answered emails pretty quick, usually at strange times in the night -- but he answered. ",,,,,,,,,,,,,,,
Professor C really improved my listening skills because he gets snappy when you're not looking at him.,,,,,,,,,,,,,,,
Prof C did a wonderful job teaching the course and was very accessible outside of class if there was anything that was a struggle. He is very enthusiastic and helpful.,,,,,,,,,,,,,,,
Professor C is really awesome and obviously cares about his students. I would 100% try to take more classes with him. ,,,,,,,,,,,,,,,
"An overall good lab teacher, I had a good time and learned a lot.",,,,,,,,,,,,,,,
"Just a really good instructor, being enthusiastic about the topic is essential in order to teach it well. Overall had a great time ",,,,,,,,,,,,,,,
Ninad was always willing to meet and was super helpful during meetings.,,,,,,,,,,,,,,,
"Great professor, doesn’t always make teachings clear at first but is always willing to help you understand. Great character and a good friend. ",,,,,,,,,,,,,,,
Professor Chaudhari was a great professor and cared very deeply about his students and their success,,,,,,,,,,,,,,,
Professor Chaudhari was a great professor and showed great care for his students ,,,,,,,,,,,,,,,
felt very fast paste,,,,,,,,,,,,,,,
Prof. Chaudhari is awesome and keeps me interested even when it's super early in the morning. I find myself not watching the clock as I like learning about the subject and I like the way he teaches.,,,,,,,,,,,,,,,
"Super cool, very helpful and makes you realize what you're doing wrong and how to fix it without just telling you. Definitely makes the content easier to understand.",,,,,,,,,,,,,,,
"Professor C was a very great professor. If anything he ever said was confusing during a lecture or lab, meeting with him during office hours allowed you to hear it one on one and made it easier to follow.",,,,,,,,,,,,,,,
Professor C was an amazing professor. Very enthusiastic about every lecture and extremely helpful outside of class when questions came up. ,,,,,,,,,,,,,,,
A really great person as well as instructor that helped me grow as a student. ,,,,,,,,,,,,,,,
Was a really great professor and I enjoyed taking class with him this semester. ,,,,,,,,,,,,,,,
My favorite professor so far here at Siena!!,,,,,,,,,,,,,,,
Very good professor,,,,,,,,,,,,,,,
He was the best. Helped whenever we needed it. Went through each step clearly.,,,,,,,,,,,,,,,
"Mr Chaudhari is a bright,enthusiastic, professor who wants nothing but the best for his students. He values education deeply and is committed to making sure everyone understands the material. He treats his students with kindness and values them as human beings. He is also a very accessible professor who utilizes many forms of communication with his students.",,,,,,,,,,,,,,,
"The class was incredible, and you made it so much more fun too.",,,,,,,,,,,,,,,
Professor is a very good professor not just in class but also especially outside of class especially when I was concerned what I should do after college,,,,,,,,,,,,,,,
He was extremely helpful and supportive.,,,,,,,,,,,,,,,
he's amazing.,,,,,,,,,,,,,,,
He really seems to enjoy teaching the class and every day when I come i'm very excited to be here. He's definitely a 10/10 teacher,,,,,,,,,,,,,,,
"Lab was extremely similar to class, energetic and a lot to learn. ",,,,,,,,,,,,,,,
This was probably the best instructor I could have had for computer science. Did a course at Hudson Valley and they were arrogant and terrible so it was quite pleasant to see a major switch in behavior and teaching methods. ,,,,,,,,,,,,,,,
goat professor,,,,,,,,,,,,,,,
Was really enthusiastic and passionate about the course. As available outside of class as possible and helpful and understanding during those times. Wants the best for his students. 10/10,,,,,,,,,,,,,,,
Question: What instructor did well,,,,,,,,,,,,,,,
He flew around the room at lightning speed to get to everyone and was constantly interacting with students. Helped point things out without solving the problems for us.,,,,,,,,,,,,,,,
Definitely pushed me to think individually and find my own solutions,,,,,,,,,,,,,,,
It felt like we held conversations in class instead of just getting a bunch of slide information definitely made the teacher and student connection stronger and less of a power dynamic ,,,,,,,,,,,,,,,
"Encouraged group work within the classroom, which encouraged different perspectives and ways of thinking.",,,,,,,,,,,,,,,
In-class examples and going through together. ,,,,,,,,,,,,,,,
Lab's helped apply to skills the best and Chanduri was always there when needed for clarification. ,,,,,,,,,,,,,,,
Each lab defined the material more,,,,,,,,,,,,,,,
The instructor showed his happiness around the subject and how much he knew daily.,,,,,,,,,,,,,,,
"He doesnt just show you how to do it. He guides, and ensures you understand. And if you dont understand, he doesnt just regurgitate what he said before, he rewords and rephrases and tries a new way to help you learn. He has immense awareness for peoples different styles of learning. ",,,,,,,,,,,,,,,
"Was always available to email, or meet no matter what. His flexibility regarding working with students outside of class is by far unmatched by anyone else ",,,,,,,,,,,,,,,
Good lectures involving students.,,,,,,,,,,,,,,,
"Printouts, each class the students would be involved.",,,,,,,,,,,,,,,
He would circle the room when we needed help with labs. Make sure we all knew why something worked the way it did. ,,,,,,,,,,,,,,,
Went over slides and made sure there were no major questions,,,,,,,,,,,,,,,
Professor C was extremely enthusiastic about teaching this class and is obviously extremely knowledgeable about his subject. ,,,,,,,,,,,,,,,
The interactive lesions as well as going through each problem step by step. ,,,,,,,,,,,,,,,
Helped outside of class time,,,,,,,,,,,,,,,
helped with labs but did not give the answer when struggling ,,,,,,,,,,,,,,,
extremely enthusiastic about teaching and a very kind and helpful person,,,,,,,,,,,,,,,
very encouraging of everyone to do their best work and flexible to make sure i understood what was being asked of me. one of my favorite instructors i've had at Siena.,,,,,,,,,,,,,,,
Was always open to help outside the class,,,,,,,,,,,,,,,
Instructor uploaded notes and had outside resources ,,,,,,,,,,,,,,,
Helped when questions were asked. Didn’t give us the answers but helped us under how to get the answers ourselves and better understand the material.,,,,,,,,,,,,,,,
Helped us answer questions and solve problems in a way that helped us learn and understand while still challenging us to do our best.,,,,,,,,,,,,,,,
"Prof. Chaudhari was always willing to work through a problem with me, but would ensure that I was the one solving it. There was a absolutely a guidance but he made sure in the end I figured it out on my own merits which helped me deepen my understanding of the concepts.",,,,,,,,,,,,,,,
He was accommodating and made sure to give as much feedback as he possibly could.,,,,,,,,,,,,,,,
His flexible office hours helped me greatly in this course. His encouragement and willingness to help is the reason I am doing so well in this course ,,,,,,,,,,,,,,,
The instructor made the class environment extremely welcoming and fun and was always open to questions. ,,,,,,,,,,,,,,,
His accessibility and his want to help people improve and succeed ,,,,,,,,,,,,,,,
His accessibility and will reach out to you if he notices you are struggling.,,,,,,,,,,,,,,,
Held a lot of open office hours.,,,,,,,,,,,,,,,
Broke concepts down for me ,,,,,,,,,,,,,,,
Gave real life examples ,,,,,,,,,,,,,,,
comminicated clearly,,,,,,,,,,,,,,,
employed hands on learning experiences,,,,,,,,,,,,,,,
"He dressed nice, so made me take him seriously. ",,,,,,,,,,,,,,,
He was enthusiastic. ,,,,,,,,,,,,,,,
Didn't just give the answer but helped me figure out how to get to the correct solution,,,,,,,,,,,,,,,
Working through the problem together rather than just giving a solution.,,,,,,,,,,,,,,,
The instructor was very good at meeting with people individually and answering questions.,,,,,,,,,,,,,,,
Visual representations of the code helped a lot,,,,,,,,,,,,,,,
He was always open to meet and help with anything. ,,,,,,,,,,,,,,,
Made class interactive,,,,,,,,,,,,,,,
Always helps when asked,,,,,,,,,,,,,,,
Always willing to put as much time and effort into helping you as he could. Would really help you understand rather than just telling you what to do. ,,,,,,,,,,,,,,,
"Professor Chaudhari is the best. I also think that he is a favorite around campus, but don't get anything mixed up. The course and the work is difficult and he doesn't give freebees. He makes you work thoroughly and motivates you to do the best you can possibly do. As a communications major, I was put into computer science for a requirement knowing nothing of the subject. Ninad guided me through the course, with responding to emails ASAP and even in the middle of the night, to having office hours 4/5 days a week. Not only was he this engaged with me, he was with every student. I recommend for him to become an advisor or something because he truly can relate to the college youth. ",,,,,,,,,,,,,,,
"Professor Chaudhari was by far the most engaging, understanding and helpful professor I had this semester. He held office hours 4/5 days of the week that allowed me to learn the material even better, and he answered his email 24/7. I don't know if I would have been able to get through this course without his great teaching and guidance. ",,,,,,,,,,,,,,,
He was great at pacing the lesson so that everyone got it,,,,,,,,,,,,,,,
Very good at pacing the lesson so that everyone understood it,,,,,,,,,,,,,,,
He kinda had fun with it but kinda confusing sometimes ,,,,,,,,,,,,,,,
The way he explains the topics is easy to understand and his office hours are very helpful.,,,,,,,,,,,,,,,
"Professor C was extremely helpful no matter what the circumstance. Would give me an extension if an assignment was giving me trouble, help me in office hours, and checked over any of my work when I wanted to make sure I was doing it correctly. ",,,,,,,,,,,,,,,
Professor C would always draw diagrams which was extremely helpful for visual learners.,,,,,,,,,,,,,,,
The instructor was really passionate about this subject and it kept me engaged as a student which helped me learn.,,,,,,,,,,,,,,,
Was very passionate about what he was teaching and it kept me engaged entirely.,,,,,,,,,,,,,,,
Helped when we needed help,,,,,,,,,,,,,,,
"Was free outside of class time, and provided many different ways of communicating ",,,,,,,,,,,,,,,
Asked questions and went around to everyone to make sure they weren't stuck on something.,,,,,,,,,,,,,,,
Explained things nicely in an enthusiastic tone.,,,,,,,,,,,,,,,
Going through each step,,,,,,,,,,,,,,,
He went through the whole process of an assignment. Not just giving us the answer. ,,,,,,,,,,,,,,,
Help outside of the office hours was a big help.,,,,,,,,,,,,,,,
"He pushed me to learn and understand things for myself, while answering any questions I had.",,,,,,,,,,,,,,,
Tried to push me to figure an answer out myself. Answered my questions when I needed help. Helped me fix mistakes on my homework. ,,,,,,,,,,,,,,,
Mr. C included started code within the labs to give his students a heads tart to completing and understanding the lab. He also made sure that lab partners changed for each lab so we got to work with different people.,,,,,,,,,,,,,,,
"The instructor was able to relay computer science concepts in a way which could be understood by beginner computer science students. He also excelled in personal student assistance. When a student asked him for help, he did not simply give them an answer but rather he gave them clues for the student to get the answer themselves.",,,,,,,,,,,,,,,
Had good class discussions,,,,,,,,,,,,,,,
"Had good class discussions, and also explained things very well if you did not understand it, very enthusiastic and will help you no matter what",,,,,,,,,,,,,,,
he gave very clear directions and gives enough time to work on assignment and he walks around the lab to make sure everyone is okay and on the same pace,,,,,,,,,,,,,,,
"he was very easy to contact with, he usually answers his emails very quickly and has flexible office hours and meeting times",,,,,,,,,,,,,,,
He printed out the slides so I can take notes ,,,,,,,,,,,,,,,
He was very great to get in contact with and get help with any issue i am expiring. ,,,,,,,,,,,,,,,
"I didn't feel like I had to rush, he said i don't care if it's late as long as the assignment is complete and you don't give up.",,,,,,,,,,,,,,,
Flexible office hours and open to conversation outside of them,,,,,,,,,,,,,,,
Repetition,,,,,,,,,,,,,,,
He taught the subject really simple at first and then applied more complicated concepts throughout the course.,,,,,,,,,,,,,,,
He was always very enthusiastic and very willing to help figure out errors.,,,,,,,,,,,,,,,
He was very enthusiastic every class about the topic(s) we were learning.,,,,,,,,,,,,,,,
He was very patient. He would take the time to address any student's issues and concerns. He was an excellent instructor.,,,,,,,,,,,,,,,
My instructor helped me understand exactly where I was having difficulties and explained the content with a well-structured foundation. He also always reviewed the material to make sure nothing was missing.,,,,,,,,,,,,,,,
Clearly communicated the learning material.,,,,,,,,,,,,,,,
He explained things in a way that was easy to understand and was willing to offer help when asked.,,,,,,,,,,,,,,,
Explain topics slowly,,,,,,,,,,,,,,,
"Aided when we were lost, gave us time to figure it out ourselves. ",,,,,,,,,,,,,,,
He taught the material and explained how it would work and why it would work on the computer. He also had us sit and think so we had a lot of opportunities to figure it out ourselves. ,,,,,,,,,,,,,,,
"Always open to help or support through office hours. Not a harsh grader, but pushes you to do your best.",,,,,,,,,,,,,,,
Took the time to explain concepts and always advertised office hours/coming in for help. Very enthusiastic. Encourages class participation.,,,,,,,,,,,,,,,
Made me come to answers on my own during office hours instead of just telling me them,,,,,,,,,,,,,,,
Question: How to improve interactions with students,,,,,,,,,,,,,,,
"Honestly, can't think of anything. Did a great job establishing an atmosphere of mutual respect that felt unintimidating.",,,,,,,,,,,,,,,
Nothing I can think of!,,,,,,,,,,,,,,,
I don’t think there is much that can be done ,,,,,,,,,,,,,,,
"Not much, super enthusiastic and open to conversation. ",,,,,,,,,,,,,,,
